id;y;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;X15;X16;X17;X18;X19;X20;X21;X22;X23;X24;X25;X26;X27;X28;X29;X30;X31;X32;X33;X34;X35;X36;X37;X38;X39;X40;X41;X42;X43;X44;X45;X46;X47;X48;X49;X50
11;8.162659063;1.511781168;1.025111483;0.512084941;0.492786165;0.603340757;0.094751875;-0.980989437;-0.018558927;0.488669216;0.319093695;0.032431395;-0.510225298;-0.491836079;-0.461257555;0.129150763;0.429093123;-0.316532635;0.392421323;0.290164339;-0.477017407;-1.188246622;-1.534135786;-1.599250573;-1.222306973;-0.479844449;-0.894110147;-1.391298859;-0.063997764;-0.290782834;-2.202939008;-2.339708228;-1.789657513;-0.571151101;0.31787348;-0.182658722;0.282749856;0.576229957;-0.218373527;0.329367541;0.853638509;1.837948635;1.071196244;1.408630527;1.287874779;0.792290373;0.892018983;1.876785149;2.244539517;2.318888112;2.095238541
12;4.549425154;0.389843236;0.570645778;0.859596627;0.864707308;1.129272533;0.703835267;1.390720163;1.124285616;-0.669595644;-0.590263414;-1.142654689;-1.258337719;-1.420673147;-1.368600787;0.866678891;0.934370691;0.810880152;0.922119921;0.787275991;1.137151762;-0.06279571;1.167940269;0.407091081;1.356562385;1.969859506;1.553155171;0.873743901;0.75360676;0.303438873;-0.358390103;-0.509147206;1.461033095;1.296729459;2.503029096;2.292266514;2.920820919;2.479192394;2.510013882;2.705779001;3.447077683;2.512019393;2.909855544;2.232081951;0.867663701;1.401356591;1.677817638;1.176832694;1.920546515;3.498277305;2.359545222
13;5.651174106;-0.621240581;-0.730668772;0.195965465;-0.107817044;0.361150306;-0.801947951;-0.471811388;-0.680773787;-0.168062525;-0.184304608;0.137739013;0.160789041;-0.727259217;0.105408279;0.553959406;-0.421676275;0.385094007;-0.004058723;0.349135962;-0.29618345;-0.235088328;0.61797968;-0.209095928;-0.352582168;-0.02978216;-0.141077979;-0.22700054;0.797788028;0.613818822;-0.039413698;-0.94028779;-1.209275673;-0.073251561;0.376519041;-0.187191597;-0.35224026;-1.07365178;-1.656634156;-1.115170746;0.078364161;0.297059703;-0.454734673;-1.697357964;-1.053004564;-1.335951238;-1.170280484;-0.847672106;-0.196664619;0.041727169;-1.341582386
14;-0.36126821;-2.214699887;-2.567332237;-2.43620247;-2.752340678;-3.667790683;-3.710565466;-3.007378691;-1.812643064;-2.250595322;-1.080886175;-1.019316209;-0.919460075;-0.836995696;-0.173189848;-0.347685257;1.218364713;0.671539085;0.607341376;-0.322368567;-1.674901162;-1.148635569;-0.154941481;0.102947494;0.953291125;1.719464239;1.325874674;1.945277943;1.125664121;0.586589077;1.524318183;0.789056712;-0.087672218;-0.670350048;-0.486570782;-0.515326599;0.564563041;0.272225482;0.568626925;0.270153441;0.57891761;0.363871096;0.527048585;0.080158591;-0.156701551;0.572297275;0.4856699;1.088719925;0.407263296;-1.424991883;-1.453899862
15;-2.252771498;1.124930918;1.497091786;0.786751397;2.359899727;1.614250491;1.442792839;1.918908821;1.206700206;1.145232823;0.879719736;1.205839228;1.739462468;1.322666526;0.25740415;0.106749013;0.299638202;0.449468108;-0.158137391;1.524179708;1.655097577;1.152221983;1.284219334;1.626652985;0.424325141;0.517210172;1.247207859;1.011721417;0.777220285;0.901977423;0.504039453;0.559815663;-0.506461404;-1.009648378;-1.547575235;-2.322515091;-2.999445953;-1.396087406;-2.096341107;-2.523814608;-2.357728172;-2.226481195;-1.189274552;-2.316392086;-1.388193859;-0.866130557;0.147507832;-0.825855118;0.861620356;0.069062048;0.113734055
16;0.905450927;-0.044933609;0.971516642;1.074979947;0.525992954;1.703899079;1.162472368;1.493456141;1.044039719;1.65265687;2.138340745;2.45785173;0.809033585;1.815637373;1.719954005;0.927941962;0.603829833;-1.07927418;0.532796598;-0.481218843;0.035076345;-0.029781768;0.828859496;0.419195861;-0.246473305;-0.80006398;-0.887483206;-0.813286861;-0.916206193;-0.185323708;-0.490801875;0.502149401;-0.490478372;-0.585325871;-0.318835352;-0.484869428;-0.198547002;-1.357700701;-2.371014576;-1.752284405;0.176809863;0.831448453;-1.658706488;-1.645111751;-0.49806368;0.390410772;0.405697453;1.798943977;-0.326407751;-0.171595417;0.652757605
17;2.833434742;-0.016190263;-0.216355389;0.510914603;0.185679617;0.666289762;0.108524159;0.926679235;0.743285751;0.260937825;0.270773153;-0.210388214;-1.145629721;-0.079776074;0.456207172;-0.50564937;-0.865125172;0.137174383;0.178505978;-0.766184165;0.217251566;-0.216039972;0.249219309;-0.475419277;-0.140454457;0.264081708;-0.336991001;-0.816913965;-0.843572125;-0.519730461;0.214186951;0.047867834;-0.612867554;0.760667914;0.939649257;1.413092545;1.02280479;1.344811683;2.075426607;0.429359983;-0.360383238;0.234804336;-0.023810203;-0.351677761;-0.590158792;0.586288469;1.945139688;1.356924013;0.216540815;0.410226881;-0.425713011
18;2.413695636;0.943836211;-0.121096095;-0.256951831;-1.378236492;-2.164257293;-2.505569063;-2.07176113;-0.833664133;-1.15979865;-0.754556044;-1.144772202;-1.584265625;-1.423876888;-1.85646652;-2.828008354;-3.95821119;-3.888279234;-1.99801183;-1.654007916;-1.484030061;-0.010004567;0.432468719;1.179284063;-0.080929864;-1.051606149;-1.134207631;-0.127829642;0.821646814;1.777082202;1.609806778;2.16442496;1.22353438;0.877720479;0.225437348;1.285684451;-0.060488745;-0.938583387;-0.836412784;-1.323107414;-0.959923845;-2.195289431;-2.710676719;-3.736627367;-2.3764256;-1.7985838;-0.470149788;-0.549794556;-1.197192842;-1.641086619;-1.330665546
19;-1.953002254;0.821221195;1.04071859;-0.165312817;-0.288026634;-1.316433395;-1.713119783;-0.771450018;0.276366345;0.15021351;0.07728617;0.152786332;0.095337445;0.689150175;0.353310793;0.265355627;-0.014531101;-1.060061102;0.102184063;0.017402994;0.477593128;-0.023257497;-1.75246711;-2.201069071;-0.841735415;-0.293153769;-0.410171399;-0.187755248;-1.294262049;-1.824616354;-1.34198291;0.08304214;0.244282644;-0.173223096;-0.691263449;-0.750234375;-0.520743535;-0.516832012;-0.212629055;-0.155289762;-1.106379032;-0.569974631;-0.902723214;-0.834307923;-1.005990727;-0.983429055;-0.532955468;-0.973839701;-1.275674087;-0.71877561;-0.093893941
20;5.790856402;0.593901321;0.415853677;1.44236756;0.918199504;1.013488063;2.106871996;1.775758117;2.180120072;2.683749641;1.7318612;2.241570235;3.118935108;1.62131692;2.310053435;2.753801147;1.380374792;1.897090813;0.951621921;0.846552165;0.684751518;0.713222843;0.137330149;0.078232585;-0.054328964;-0.840511908;-1.055829506;-1.220529803;-0.665387485;0.394047982;1.929599848;2.117561455;1.454287092;0.467693991;0.458011136;0.856960636;1.09148605;0.477071557;-0.11265222;-0.48012114;-0.319883978;-0.74510388;-0.734284501;0.397558314;0.303269048;0.33283538;-0.175713819;0.441007233;0.084855032;-0.812681904;-1.327664063
21;4.578525682;0.918977372;-0.457183189;0.606321909;0.285737202;0.099176019;-0.141570553;-0.448273265;0.311379803;0.300378072;0.362804119;-0.875325803;0.249534618;0.266395472;0.53252622;0.656425497;0.528534597;0.883760365;0.206342852;-0.020765536;-1.512176838;-1.391975862;-0.373004792;-0.420240149;-0.531479596;-0.614456997;-0.234089477;0.024677391;0.483880647;1.144717058;2.237511019;1.713315961;1.644025893;1.945962133;1.089012167;1.061913575;0.927032304;-0.389558771;-0.31509469;-0.683073151;0.236522373;0.071446841;-0.498974447;-1.686541896;-1.179387529;-1.002032706;-1.239152576;-0.763049802;-0.59284951;0.065761012;0.106892481
22;5.936497875;0.782136301;0.588012318;-0.028857109;-1.203591287;-0.266859523;0.311811684;1.396159157;1.265043146;1.047179314;1.442141263;0.527714837;0.145510845;0.421173374;0.917823752;0.480128702;1.381148126;0.658107674;0.674977086;0.433465537;1.022721095;0.233957472;0.083634178;0.52203348;0.695262045;0.969668394;1.685083142;0.649734692;-0.002646419;-0.837786616;-0.138449694;0.553087705;-0.661155602;-0.90897827;-0.358843713;0.141418249;0.261021612;-0.083962368;-0.620502036;-0.865732425;-1.053234306;0.126629726;-0.156133004;-0.25936409;0.495558468;0.720493041;1.451708444;0.706522522;1.628522175;0.850409187;1.23924642
23;3.409032651;0.074564983;-0.360980746;-0.313773714;0.945113211;0.903182977;1.196620161;1.004437357;1.996590184;1.136010078;1.390323952;0.569317109;-0.088103488;-1.188794487;0.270034252;0.725612776;1.182130818;0.608542346;0.204540078;0.012001013;-0.584524145;-0.868905723;-0.629315235;-0.503350362;-0.658912486;-0.988650626;0.153904826;-0.176180383;-0.225170996;-1.2055081;-1.188120428;-1.987615834;-3.058231594;-2.459558477;-2.45555453;-0.923854918;-1.613281858;-0.793541711;-1.1505244;-0.715109654;0.088871882;0.131766416;0.246405022;0.036229715;0.494008821;0.274708356;0.541342739;-0.340629483;-0.277389304;-0.250629329;-0.298144829
24;6.7071134;-1.989351696;-1.717543289;-2.451936645;-0.672449761;-0.450761277;0.166768871;0.088906339;1.417930451;0.714423244;1.194613203;1.143880663;1.694024351;2.059418984;1.628591354;1.346181159;-0.202318547;0.440856057;1.068693404;1.301532825;2.562842974;0.714212685;0.876848237;1.256798295;1.313408874;0.023076461;0.331344065;0.002134503;0.21772639;-1.005402354;-0.628882727;-0.377747994;-0.854060473;-0.982160694;0.007542615;0.439366709;0.539738756;0.504574247;0.550551581;-0.076111385;0.684013375;0.932200405;2.462441445;1.581466412;0.650027517;0.470908634;0.492222355;0.819665939;1.267444486;0.911522966;-0.269990576
25;11.32821934;0.619825748;-0.3001314;0.151737775;0.569931004;0.548929143;0.606694523;0.804902719;1.482447709;1.019319441;1.910592188;3.009367411;2.460757085;1.390630795;1.21889371;1.300676141;1.063452768;1.519022738;1.253265987;0.837276896;1.463485717;1.031582028;0.724024023;1.449321246;1.377972234;0.966785647;0.560440889;-0.120525788;-0.618915967;0.218008595;-0.194940922;-0.591468359;-0.198450782;-0.389302921;-0.431961837;-0.82564636;-0.05365724;-0.376157671;-0.646232622;-0.059795789;-1.516615471;-1.501081664;-1.37709398;-0.656964884;-0.459941949;0.231092555;1.085147115;1.388373278;1.458101192;1.049501666;0.760501202
26;3.718954287;-0.05612874;1.150569712;1.929394448;0.718974335;0.649198121;-0.341456991;0.001692412;-0.144027842;-1.159317715;-0.633327178;-0.781844965;-0.863196572;-1.844901825;-0.669298196;-0.1613382;-0.80453485;-0.63781475;-0.139331503;-0.271846829;0.649756628;0.572909818;-0.034285539;0.376791747;0.675738297;0.112718811;-0.870368064;-1.034453727;-1.342207201;-0.894394373;-2.072660167;-2.508219386;-1.696552594;-1.253034538;-1.197112346;-1.199280365;-1.098271371;-1.136823431;-1.674083842;-2.161336493;-1.05548182;-0.374759219;-0.363030456;0.851234899;-0.309611638;-0.498538743;-0.336477345;-0.793481822;-0.715173554;-1.079659112;-1.31139192
27;4.965205841;-0.155795507;-0.335869885;-1.334861768;-0.528542809;-1.236167955;-1.594849936;-1.662961363;-1.935147737;-0.635077624;-0.373304929;-0.562082197;-0.446460105;-1.156812909;-0.861412769;-0.758659013;-1.7121488;-1.727327758;-2.464391023;-2.940527896;-0.890136341;-0.392795407;-1.02255838;-1.282249245;-0.509962138;0.372537152;-0.371237602;0.39233052;1.06346684;-0.289426457;-0.325673583;0.306143296;0.187771953;0.735394566;-0.657576963;-0.251629119;-2.171568887;-2.180291683;-0.772770185;-0.144670033;0.190231474;-0.172687262;-0.529333881;-0.978026915;-0.975731396;-0.086963119;-0.559710026;0.449152817;0.421664304;0.529268132;-0.040263143
28;1.747381559;-1.470752384;-2.165011592;-2.139394798;-1.767570889;0.228365591;0.668272753;0.46603031;0.477147017;0.135977737;1.129056458;-0.279699255;0.575549743;-0.871869735;-0.399764498;0.388867092;-0.475532257;-0.6209275;-0.909006755;-1.845572571;-1.245802067;-0.066867533;-1.523016641;-0.544881236;-1.053702264;-1.51646579;-1.926643898;-1.401258266;-1.502779778;-1.2918266;-1.199852488;-0.730161138;-0.048970356;-0.719724511;-0.398455732;0.028299326;0.102449951;0.346531234;0.16872387;0.07098971;-0.392403106;-0.126217296;0.007678483;-0.094044152;0.022327928;-0.385040358;-0.534231537;0.069922637;-0.573307805;-0.805401558;-1.184654799
29;-2.443199271;-0.478150055;-0.228181342;-0.595234684;-0.65794468;-1.4274123;-1.93595373;0.272035683;-0.163227498;-1.445959375;-1.1268476;-1.534021449;-1.220402082;-1.187838199;-1.243407052;-0.720132953;-1.461776023;-0.809340695;-0.423818365;-0.577667291;-0.727389599;-1.640690268;-1.352652217;-1.100585737;0.177404167;-0.794632841;-0.635983624;-1.753610097;-1.620727;-1.550849066;-1.003790381;-1.206966233;-0.456740264;0.338076548;1.550042759;0.238534591;-1.38320459;-1.964196356;-0.723507968;-1.380814725;-0.843451954;-0.249383199;-0.182132354;-0.43174066;-0.684566711;-0.954609508;-0.584622576;0.532325014;1.167233409;1.082907886;1.301503131
30;0.459270747;0.41794156;0.487530498;-0.084878196;0.837645834;0.617015403;0.811696528;0.56075657;0.602456805;0.440294955;-0.336652809;0.255980777;0.325888149;0.790634156;0.04891146;-0.993567031;-1.407890632;-1.179946769;-0.59924025;-1.068876461;-1.89863711;-1.79141904;-1.011755378;-0.79896101;-0.54665346;-0.912288874;0.605602021;-0.022107681;-0.542536955;-0.425230821;0.022820163;0.006957679;-0.681213605;-0.819035293;-0.621222997;-1.453577449;-1.624841752;-0.918562707;0.008177479;-0.666653935;-0.812178053;-1.005221395;0.083880503;-0.331339748;0.531540133;0.950468517;0.288332857;0.520734018;0.752417583;0.55395018;-0.594207074
31;0.123836314;1.358679552;0.366946592;-1.069682063;-1.614429541;-1.570855566;-1.531044931;-1.344249134;-1.372317242;-1.188622551;-1.482061789;-1.604529433;-0.687205389;-0.886840258;-0.69598955;-0.107662352;0.811130674;-0.048926041;-0.672264553;-1.671795186;-0.868671169;-1.736127444;-1.69048856;-1.245207487;-1.139049461;0.094201493;-0.855283873;-0.409986517;-0.720913089;-0.70488666;0.204004544;-0.412751913;-1.027925364;-0.36300409;-0.364823038;-0.316891224;-0.803511811;-1.309909686;-0.591006677;0.429980108;0.509082712;0.069097136;-0.110244597;-0.924867203;-0.953315263;0.154009691;0.250840251;0.427603656;-1.145786024;-0.430832951;-0.306874766
32;2.582834988;-0.102787727;-1.987932209;-1.159592908;-1.20783442;0.284786576;-0.049911033;0.448280588;0.945566583;-0.476114638;-0.790006708;-0.91427568;-1.044300238;-1.594688538;-1.568279986;0.129236833;-1.077677737;-1.418375304;-1.045637864;-1.947903541;-1.931347249;-1.257400804;-0.575195324;0.222106647;0.264021876;0.76926404;-0.204264205;0.137606504;0.481935459;0.105505283;-0.494537185;-1.609234649;-2.320212405;-0.213480314;-1.264849549;-0.260687139;0.553313376;0.548913862;0.112675472;-0.39828188;-1.188065113;-1.067718469;-0.746530402;-1.793000269;-2.74459778;-1.100275964;0.024632022;-0.439213386;0.362775864;0.219084989;0.075319147
33;1.151708466;0.387671612;-0.132885117;-1.112853072;-1.318279836;-0.319705084;-0.762029915;-0.305967884;1.218713103;2.269778328;0.753975546;0.331968016;-1.091449009;-1.03923181;-0.258944384;0.006527021;0.249875099;0.172466759;-0.115118512;0.391538169;1.199161202;2.415224041;2.329815828;3.202436304;1.369348308;0.53792395;0.242961072;-0.808392385;-0.667658935;0.822916477;0.61794533;0.953623475;0.69695435;0.355467111;0.376346994;0.505285909;0.845825553;1.046743289;1.379173151;-0.285665693;0.594608282;0.385764334;0.331814844;-0.274356092;-0.385725324;0.424270324;-0.706228961;-0.58777046;1.387252372;0.603259702;0.317419309
34;2.149925151;-0.053805041;0.337001551;0.236216779;0.190227309;-0.230192973;-0.324868783;-0.599704281;0.187844409;-0.598086683;0.489475765;0.3258989;0.230089499;0.176651182;-0.295836754;1.094094833;0.848325444;0.629140339;1.006192802;0.824692842;0.659000248;1.071083567;1.068139356;1.191455829;0.731062913;-0.471990731;-0.600167893;-0.41970325;0.453369879;0.903648768;0.945931155;0.48049184;1.004736244;1.247223547;1.660775309;0.40565129;0.855647465;0.590541206;0.781411575;-0.192686031;-0.123587315;0.247151241;0.203640334;-1.095743513;-0.49969815;-0.187372701;-0.57217903;-0.118490389;0.149020074;-0.158641882;0.404435472
35;1.519966318;-1.377059557;-1.072297902;-0.4120009;-1.349352366;-0.87614119;-0.076902656;-0.773830816;-0.089706311;-0.962568604;-1.114744897;0.235216027;0.984875972;0.901740747;0.160362567;0.437977743;0.240677113;-0.150367808;0.084023552;0.321069035;0.073567238;-0.189632397;-1.651580088;-1.538210768;-1.499693166;-0.870014391;-1.023288585;-1.206662959;-1.28306169;0.098300442;-0.187818879;-1.062334861;-0.436497268;0.720407289;1.253324725;0.440686102;0.099030997;0.214676606;1.314608991;1.944248051;1.228496304;0.77631324;1.510929848;0.299391521;-0.381570143;-0.382358525;-0.505251655;-0.873883399;-1.265729629;-1.238883789;-0.747384372
36;3.590878414;-0.414994563;-0.376185058;-0.413232742;-0.775135787;0.189528781;0.442262873;0.892465076;0.694057852;0.819051809;1.354419132;1.840105715;1.265199685;1.244938112;0.337400718;0.613638777;0.4510073;0.218090957;0.178818126;-0.953266011;-0.047794639;0.823050406;0.480242512;0.445214663;1.978053378;0.521493268;-0.27296104;-0.437466041;-2.254752578;-1.949592966;-2.205651201;-2.171066233;-1.535965861;-0.965707943;-0.606538541;-1.8157427;-1.234296846;-2.453586678;-0.900241463;-0.856143102;-1.261603801;-1.098694081;-1.101158813;-0.650830446;-0.43472898;-0.005412401;0.203513576;0.376203822;0.550496601;-0.617885594;0.305072262
37;4.279897274;-0.394289954;0.075230579;0.646431028;0.958367837;2.197964399;1.494712718;1.199643127;2.342218241;2.440079385;3.406981269;3.883793329;3.35204844;2.351972197;2.510441081;1.728952802;1.054602362;0.916321654;1.416089148;0.628947701;0.038317637;-0.073912779;0.118883967;0.270527196;1.344095587;0.909608226;1.266859579;0.380612067;-0.521872078;-2.054381331;-1.861005343;-0.987656676;-0.316499344;-1.378333117;-0.698566795;-1.420224678;-0.822174203;-1.222026498;-0.104456351;-0.111367351;-1.278231768;-1.066521407;0.253806919;-0.217940636;0.433673392;-1.320060545;-1.260335132;-0.773627746;-0.138876397;0.099230568;0.974440346
38;-2.770608051;-0.059313397;-0.829253672;-0.638949175;-0.171501144;0.071303697;0.628932337;0.790675809;0.540366192;0.275708436;-0.059967616;-1.271558926;-1.316030102;-1.037578515;-1.032061451;-2.134044734;-1.670099577;-0.919878755;-0.797097377;-0.656785419;1.249725065;1.147654546;0.933441556;1.550081143;1.423002653;0.618371964;0.591793619;0.872394138;1.512708984;1.526004465;0.852205451;0.456856739;1.161762779;1.149796557;0.169826098;0.270450787;-0.528844025;-1.441949144;-0.839678619;-0.712872282;1.141540522;-0.346449635;-0.97344805;-0.037961219;-0.746165463;-0.008216672;0.611193176;-0.586085371;-0.671619276;-0.461805189;-0.106250909
39;5.562953164;1.100025372;1.550468855;0.734464519;-0.093327436;-0.75954888;0.525681853;0.201568144;1.061509702;0.946483965;0.954666775;0.409943285;-0.299373383;0.51829739;-0.003695179;-0.761679179;0.52688905;1.502360439;1.184014282;0.432007889;0.122047185;0.044594317;0.455203178;0.066409328;-0.212698057;-0.422554024;-1.324884048;-1.462771777;-0.431645369;-0.814619714;-0.732697289;0.508986329;0.756478166;-0.282504407;0.862630245;1.027612725;1.380718277;1.468057459;-0.499786175;-0.519956595;-0.19785806;0.417259786;1.102769061;0.866382769;1.120908976;-0.026944331;0.656408392;0.8442952;0.505257605;1.112794667;0.087889273
40;-0.131310615;0.763175748;0.568847069;0.854161869;1.010509163;0.107329781;0.076284685;-1.035554715;0.265308004;-0.530055605;-0.778062265;0.106401635;0.368919506;1.322257714;0.908996428;0.562654332;1.450577913;2.772766491;2.090817924;1.662301121;1.31187297;1.105256958;0.70693476;0.779922144;1.087191089;1.07903453;0.61407037;0.196195124;1.107039938;1.956051956;1.016841431;0.663513641;-0.394242908;-0.027950623;0.027005257;0.733726193;0.387586116;-0.003009638;-1.411888892;-1.192380795;-0.555089191;-0.932820864;-1.230531093;-1.10251709;-1.177258324;-1.745985112;-1.642455249;-1.9036188;-1.879464153;-2.118707739;-2.480974228
41;0.22286289;-0.164523596;0.344449334;-0.028616385;-1.630502237;0.103781463;0.389035619;0.337478495;0.359188272;0.901247791;2.606824204;1.754148523;1.060978623;0.24815517;-0.133154551;-0.827655661;-0.327589232;0.09967707;0.174087528;-0.224420841;-0.624184398;0.047180829;0.436875668;-0.039342027;-0.117653682;0.310984388;0.306988767;0.327222495;0.062040619;-2.01657185;-1.95207999;-0.464533002;-0.826300497;-0.974736685;0.613054135;-1.022709285;-0.391882762;-0.975288577;-1.877718499;-1.161930789;-0.867316307;-1.141882076;0.060218681;-0.158445485;-0.684762848;-0.88845377;-0.45345271;-0.046366889;-0.281647273;-1.276103129;-1.245274123
